draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
1,31,Greg Olsen,TE,22,196,255,Miami (FL),0.0,0.0,0.0,0.0,87.0,1215.0,14.0,6.0,4.51,35.5,23.0,114.0,7.04,4.48
1,32,Anthony Gonzalez,WR,22,183,193,Ohio St.,3.0,36.0,12.0,0.0,87.0,1286.0,14.8,13.0,4.44,38.0,15.0,123.0,6.54,4.08
2,38,Zach Miller,TE,21,196,256,Arizona St.,0.0,0.0,0.0,0.0,144.0,1512.0,10.5,14.0,4.87,34.0,21.0,115.0,7.01,4.42
2,44,Sidney Rice,WR,21,193,200,South Carolina,1.0,6.0,6.0,0.0,142.0,2233.0,15.7,23.0,4.51,39.5,15.0,119.0,7.09,4.34
2,45,Dwayne Jarrett,WR,20,193,219,USC,3.0,1.0,0.3,0.0,216.0,3138.0,14.5,41.0,4.62,35.8,15.0,121.0,6.92,4.19
2,50,Chris Henry,RB,22,188,230,Arizona,269.0,892.0,3.3,9.0,26.0,205.0,7.9,1.0,4.4,36.0,26.0,127.0,6.96,4.14
2,51,Steve Smith,WR,22,183,195,USC,4.0,18.0,4.5,0.0,190.0,3019.0,15.9,22.0,4.44,38.0,15.0,120.0,6.68,4.19
2,52,Brian Leonard,RB,23,188,226,Rutgers,678.0,2775.0,4.1,32.0,207.0,1868.0,9.0,13.0,4.52,34.5,28.0,122.0,6.88,4.22
2,63,Brandon Jackson,RB,21,180,210,Nebraska,291.0,1431.0,4.9,14.0,34.0,318.0,9.4,2.0,4.54,37.0,21.0,122.0,7.0,4.14
3,71,Lorenzo Booker,RB,23,180,191,Florida St.,497.0,2389.0,4.8,15.0,114.0,995.0,8.7,2.0,4.46,35.5,26.0,121.0,7.03,4.25
3,74,Yamon Figurs,WR,24,183,174,Kansas St.,5.0,79.0,15.8,2.0,73.0,1144.0,15.7,6.0,4.3,35.8,15.0,123.0,6.85,4.21
3,76,Jason Hill,WR,22,185,204,Washington St.,3.0,-10.0,-3.3,0.0,148.0,2704.0,18.3,32.0,4.32,37.0,15.0,123.0,7.02,4.22
3,77,Matt Spaeth,TE,23,201,270,Minnesota,0.0,0.0,0.0,0.0,109.0,1293.0,11.9,12.0,4.83,33.7,21.0,116.0,7.14,4.33
3,78,James Jones,WR,23,185,208,San Jose St.,24.0,126.0,5.3,1.0,126.0,1496.0,11.9,12.0,4.54,34.0,22.0,119.0,7.06,4.2
3,79,Mike Sims-Walker,WR,22,188,197,Central Florida,1.0,7.0,7.0,0.0,184.0,2561.0,13.9,17.0,4.35,36.5,18.0,121.0,6.92,4.39
3,80,Paul Williams,WR,23,185,205,Fresno St.,16.0,174.0,10.9,1.0,72.0,1048.0,14.6,8.0,4.45,38.5,15.0,125.0,7.03,4.24
3,90,Tony Hunt,RB,21,188,233,Penn St.,654.0,3320.0,5.1,25.0,88.0,799.0,9.1,3.0,4.68,34.7,24.0,119.0,7.03,4.25
3,93,Garrett Wolfe,RB,23,170,171,Northern Illinois,807.0,5164.0,6.4,52.0,58.0,588.0,10.1,5.0,4.39,35.5,22.0,116.0,6.69,4.08
4,100,Michael Bush,RB,23,188,243,Louisville,435.0,2508.0,5.8,39.0,50.0,651.0,13.0,2.0,4.62,34.7,20.0,119.0,7.03,4.25
4,107,Antonio Pittman,RB,21,180,207,Ohio St.,557.0,2945.0,5.3,22.0,37.0,314.0,8.5,0.0,4.4,35.5,16.0,123.0,6.84,4.16
4,111,Dwayne Wright,RB,24,183,227,Fresno St.,501.0,2683.0,5.4,16.0,51.0,429.0,8.4,2.0,4.66,34.0,14.0,115.0,7.23,4.43
4,118,Ryne Robinson,WR,22,175,179,Miami (OH),25.0,122.0,4.9,0.0,258.0,3697.0,14.3,22.0,4.47,35.0,15.0,123.0,6.71,4.21
4,128,Chris Davis,WR,23,178,181,Florida St.,22.0,70.0,3.2,1.0,137.0,1842.0,13.4,12.0,4.5,35.5,15.0,115.0,6.66,4.14
4,129,Scott Chandler,TE,22,201,270,Iowa,0.0,0.0,0.0,0.0,117.0,1467.0,12.5,10.0,4.78,30.0,16.0,111.0,7.26,4.32
4,133,Martrez Milner,TE,23,193,256,Georgia,0.0,0.0,0.0,0.0,49.0,808.0,16.5,5.0,4.79,34.0,19.0,117.0,7.35,4.49
4,137,Le'Ron McClain,RB,22,183,260,Alabama,37.0,170.0,4.6,2.0,48.0,405.0,8.4,8.0,4.75,29.5,14.0,113.0,7.14,4.47
5,142,Steve Breaston,WR,24,185,175,Michigan,42.0,321.0,7.6,2.0,156.0,1696.0,10.9,10.0,4.46,33.0,15.0,124.0,6.9,4.29
5,146,Aundrae Allison,WR,21,183,198,East Carolina,12.0,55.0,4.6,0.0,145.0,1732.0,11.9,11.0,4.39,37.0,15.0,127.0,6.92,4.19
5,148,Kolby Smith,RB,22,180,214,Louisville,316.0,1863.0,5.9,18.0,56.0,581.0,10.4,2.0,4.5,38.0,18.0,114.0,7.22,4.34
5,155,Dante Rosario,TE,22,190,244,Oregon,27.0,84.0,3.1,2.0,94.0,1003.0,10.7,11.0,4.78,36.0,20.0,115.0,6.96,4.47
5,157,David Clowney,WR,22,185,190,Virginia Tech,2.0,-25.0,-12.5,0.0,93.0,1373.0,14.8,6.0,4.36,32.5,15.0,123.0,7.0,4.15
5,172,Legedu Naanee,WR,23,188,225,Boise St.,18.0,198.0,11.0,0.0,74.0,1073.0,14.5,12.0,4.41,40.0,19.0,119.0,6.92,4.19
6,197,Courtney Taylor,WR,23,190,204,Auburn,13.0,137.0,10.5,0.0,153.0,2098.0,13.7,9.0,4.5,36.0,15.0,122.0,7.22,4.28
6,210,Jordan Kent,WR,23,193,219,Oregon,1.0,22.0,22.0,0.0,47.0,605.0,12.9,5.0,4.49,35.8,15.0,121.0,6.92,4.19
7,215,Ben Patrick,TE,23,190,252,Delaware,0.0,0.0,0.0,0.0,79.0,781.0,9.9,2.0,4.74,34.5,21.0,111.0,7.21,4.31
7,222,Derek Schouman,TE,22,188,247,Boise St.,0.0,0.0,0.0,0.0,78.0,1009.0,12.9,11.0,4.74,37.5,27.0,122.0,7.0,4.27
7,227,Dallas Baker,WR,24,190,206,Florida,0.0,0.0,0.0,0.0,151.0,2236.0,14.8,21.0,4.53,36.0,15.0,129.0,6.69,4.19
7,228,DeShawn Wynn,RB,23,180,232,Florida,446.0,2077.0,4.7,25.0,35.0,376.0,10.7,3.0,4.47,31.5,20.0,115.0,7.03,4.25
7,234,Syndric Steptoe,WR,22,173,190,Arizona,19.0,140.0,7.4,0.0,131.0,1584.0,12.1,6.0,4.59,33.0,17.0,121.0,6.92,4.19
7,235,Chansi Stuckey,WR,23,178,182,Clemson,48.0,261.0,5.4,2.0,141.0,1760.0,12.5,7.0,4.56,35.0,15.0,120.0,6.91,4.14
7,243,Clark Harris,TE,23,196,250,Rutgers,0.0,0.0,0.0,0.0,143.0,2015.0,14.1,11.0,4.8,32.0,21.0,112.0,7.14,4.4
7,244,Jason Snelling,RB,23,180,235,Virginia,276.0,1324.0,4.8,10.0,84.0,775.0,9.2,4.0,4.79,30.0,20.0,111.0,7.06,4.37
7,246,Kenneth Darby,RB,24,178,214,Alabama,702.0,3324.0,4.7,11.0,70.0,340.0,4.9,2.0,4.75,30.0,19.0,108.0,7.25,4.53
7,250,Ahmad Bradshaw,RB,21,180,195,Marshall,558.0,2982.0,5.3,31.0,87.0,697.0,8.0,5.0,4.55,34.0,20.0,112.0,6.7,4.09
7,254,Jonathan Holland,WR,22,183,191,Louisiana Tech,11.0,112.0,10.2,2.0,85.0,1426.0,16.8,6.0,4.45,35.5,15.0,120.0,7.12,4.4
1,4,Darren McFadden,RB,21,188,210,Arkansas,785.0,4590.0,5.8,41.0,46.0,365.0,7.9,2.0,4.33,33.0,20.0,128.0,7.03,4.25
1,13,Jonathan Stewart,RB,21,178,240,Oregon,516.0,2891.0,5.6,27.0,49.0,334.0,6.8,4.0,4.46,36.5,28.0,128.0,7.03,4.25
1,22,Felix Jones,RB,21,183,200,Arkansas,386.0,2956.0,7.7,20.0,39.0,383.0,9.8,3.0,4.44,33.5,20.0,124.0,6.9,4.19
1,23,Rashard Mendenhall,RB,21,180,210,Illinois,388.0,2539.0,6.5,22.0,59.0,564.0,9.6,5.0,4.41,33.5,26.0,117.0,7.03,4.18
1,24,Chris Johnson,RB,22,180,195,East Carolina,624.0,2982.0,4.8,32.0,125.0,1296.0,10.4,10.0,4.24,35.0,20.0,130.0,7.03,4.25
1,30,Dustin Keller,TE,23,188,248,Purdue,0.0,0.0,0.0,1.0,142.0,1882.0,13.3,16.0,4.53,38.0,26.0,131.0,6.88,4.14
2,33,Donnie Avery,WR,24,180,186,Houston,0.0,0.0,0.0,0.0,210.0,3289.0,15.7,19.0,4.43,35.8,16.0,121.0,6.92,4.19
2,34,Devin Thomas,WR,21,188,215,Michigan St.,27.0,177.0,6.6,0.0,85.0,1350.0,15.9,9.0,4.41,28.0,15.0,126.0,7.15,4.26
2,36,Jordy Nelson,WR,23,190,217,Kansas St.,4.0,-9.0,-2.3,0.0,206.0,2822.0,13.7,20.0,4.51,31.0,15.0,123.0,7.03,4.35
2,38,John Carlson,TE,24,196,256,Notre Dame,0.0,0.0,0.0,0.0,100.0,1093.0,10.9,8.0,4.88,30.5,20.0,113.0,7.12,4.28
2,41,James Hardy,WR,22,198,220,Indiana,0.0,0.0,0.0,0.0,191.0,2740.0,14.3,36.0,4.45,31.5,18.0,125.0,6.84,4.2
2,42,Eddie Royal,WR,22,178,182,Virginia Tech,24.0,226.0,9.4,2.0,119.0,1778.0,14.9,12.0,4.39,36.0,24.0,124.0,7.07,4.34
2,44,Matt Forte,RB,22,185,221,Tulane,833.0,4265.0,5.1,39.0,103.0,985.0,9.6,5.0,4.44,33.0,23.0,118.0,6.84,4.23
2,48,Fred Davis,TE,22,190,250,USC,0.0,0.0,0.0,0.0,117.0,1408.0,12.0,13.0,4.68,33.7,24.0,116.0,7.14,4.33
2,49,DeSean Jackson,WR,21,178,175,California,24.0,199.0,8.3,1.0,162.0,2423.0,15.0,22.0,4.35,35.8,15.0,120.0,6.92,4.19
2,51,Malcolm Kelly,WR,21,193,218,Oklahoma,0.0,0.0,0.0,0.0,144.0,2285.0,15.9,21.0,4.68,35.8,15.0,121.0,6.92,4.19
2,53,Limas Sweed,WR,23,196,220,Texas,1.0,4.0,4.0,0.0,124.0,1915.0,15.4,20.0,4.48,35.0,15.0,121.0,6.92,4.19
2,55,Ray Rice,RB,21,175,195,Rutgers,910.0,4926.0,5.4,49.0,37.0,334.0,9.0,1.0,4.42,31.5,23.0,119.0,6.65,4.2
2,61,Martellus Bennett,TE,21,198,275,Texas A&M,0.0,0.0,0.0,0.0,105.0,1246.0,11.9,10.0,4.68,34.0,18.0,118.0,7.64,4.53
3,64,Kevin Smith,RB,21,183,210,Central Florida,905.0,4679.0,5.2,45.0,55.0,444.0,8.1,1.0,4.53,32.0,20.0,120.0,6.74,4.49
3,70,Earl Bennett,WR,21,185,205,Vanderbilt,20.0,44.0,2.2,0.0,236.0,2852.0,12.1,20.0,4.48,26.0,15.0,110.0,7.15,4.22
3,73,Jamaal Charles,RB,21,180,199,Texas,533.0,3328.0,6.2,36.0,49.0,539.0,11.0,3.0,4.38,30.5,20.0,122.0,6.8,4.22
3,76,Brad Cottam,TE,23,203,271,Tennessee,0.0,0.0,0.0,0.0,21.0,341.0,16.2,1.0,4.63,33.0,24.0,116.0,7.14,4.33
3,81,Early Doucet,WR,22,183,211,LSU,12.0,61.0,5.1,2.0,160.0,1943.0,12.1,20.0,4.59,35.8,15.0,121.0,6.92,4.19
3,84,Harry Douglas,WR,23,183,183,Louisville,19.0,162.0,8.5,1.0,173.0,2924.0,16.9,15.0,4.51,31.0,15.0,120.0,6.57,4.12
3,85,Craig Stevens,TE,24,190,255,California,0.0,0.0,0.0,0.0,51.0,669.0,13.1,7.0,4.59,27.5,27.0,114.0,7.07,4.31
3,89,Steve Slaton,RB,22,178,195,West Virginia,664.0,3923.0,5.9,50.0,65.0,805.0,12.4,5.0,4.45,33.5,19.0,118.0,7.03,4.25
3,91,Jermichael Finley,TE,21,193,240,Texas,0.0,0.0,0.0,1.0,76.0,947.0,12.5,5.0,4.82,27.5,20.0,117.0,7.15,4.38
3,95,Mario Manningham,WR,22,183,185,Michigan,31.0,176.0,5.7,0.0,137.0,2310.0,16.9,27.0,4.59,32.0,16.0,117.0,7.34,4.27
3,97,Andre Caldwell,WR,23,185,207,Florida,41.0,293.0,7.1,4.0,185.0,2349.0,12.7,16.0,4.35,33.0,15.0,124.0,6.75,4.11
4,105,Will Franklin,WR,22,183,200,Missouri,9.0,11.0,1.2,0.0,143.0,2125.0,14.9,13.0,4.37,34.5,15.0,121.0,6.92,4.19
4,106,Marcus Smith,WR,23,185,214,New Mexico,54.0,323.0,6.0,5.0,153.0,2073.0,13.5,13.0,4.51,26.5,20.0,111.0,7.1,4.42
4,111,Martin Rucker,TE,23,196,238,Missouri,16.0,56.0,3.5,0.0,203.0,2175.0,10.7,18.0,4.75,33.7,20.0,116.0,7.14,4.33
4,122,Tashard Choice,RB,23,175,210,Georgia Tech,697.0,3465.0,5.0,28.0,41.0,288.0,7.0,0.0,4.48,34.0,20.0,119.0,6.88,4.25
4,126,Lavelle Hawkins,WR,22,180,187,California,13.0,127.0,9.8,0.0,136.0,1748.0,12.9,12.0,4.57,35.8,14.0,117.0,6.92,4.19
4,127,Jacob Tamme,TE,23,193,234,Kentucky,0.0,0.0,0.0,0.0,133.0,1417.0,10.7,11.0,4.58,30.0,18.0,109.0,6.99,4.27
4,128,Keenan Burton,WR,23,183,202,Kentucky,8.0,18.0,2.3,0.0,189.0,2376.0,12.6,25.0,4.44,38.5,10.0,125.0,6.77,4.2
4,132,Derek Fine,TE,25,188,250,Kansas,0.0,0.0,0.0,0.0,98.0,1009.0,10.3,10.0,4.83,29.0,24.0,115.0,6.8,4.19
5,136,Kenny Moore,WR,23,180,199,Wake Forest,151.0,829.0,5.5,5.0,139.0,1458.0,10.5,7.0,4.47,28.0,15.0,120.0,7.09,4.3
5,139,Ryan Torain,RB,22,183,213,Arizona St.,333.0,1782.0,5.4,12.0,25.0,305.0,12.2,5.0,4.61,34.0,21.0,120.0,7.03,4.25
5,141,Gary Barnidge,TE,22,198,250,Louisville,0.0,0.0,0.0,0.0,108.0,1491.0,13.8,17.0,4.61,31.0,22.0,117.0,6.92,4.23
5,158,Kellen Davis,TE,22,198,259,Michigan St.,6.0,43.0,7.2,0.0,60.0,789.0,13.2,9.0,4.59,28.0,22.0,118.0,7.25,4.38
5,166,Marcus Thomas,RB,24,188,215,Texas-El Paso,569.0,2615.0,4.6,26.0,94.0,957.0,10.2,6.0,4.59,30.0,21.0,116.0,7.03,4.25
6,174,Josh Morgan,WR,23,183,218,Virginia Tech,6.0,20.0,3.3,0.0,122.0,1817.0,14.9,16.0,4.46,35.8,15.0,121.0,6.92,4.19
6,176,Jalen Parmele,RB,22,183,224,Toledo,589.0,3119.0,5.3,28.0,41.0,350.0,8.5,1.0,4.47,34.0,19.0,125.0,6.96,4.29
6,182,Kevin Robinson,WR,23,183,190,Utah St.,35.0,165.0,4.7,1.0,178.0,2485.0,14.0,21.0,4.69,27.5,15.0,115.0,7.31,4.77
6,191,Paul Hubbard,WR,23,190,214,Wisconsin,0.0,0.0,0.0,0.0,53.0,936.0,17.7,5.0,4.49,29.5,15.0,126.0,6.92,4.19
6,196,Tom Santi,TE,22,196,250,Virginia,0.0,0.0,0.0,0.0,97.0,1184.0,12.2,6.0,4.8,36.0,14.0,121.0,7.08,4.27
6,202,Mike Hart,RB,22,175,195,Michigan,1015.0,5040.0,5.0,41.0,67.0,566.0,8.4,2.0,4.69,28.0,23.0,110.0,7.03,4.25
7,213,Chauncey Washington,RB,23,183,221,USC,371.0,1778.0,4.8,19.0,17.0,158.0,9.3,2.0,4.45,34.7,20.0,119.0,7.03,4.25
7,215,Justin Harper,WR,23,190,205,Virginia Tech,1.0,10.0,10.0,0.0,83.0,1338.0,16.1,8.0,4.56,28.5,15.0,120.0,7.03,4.43
7,233,Justin Forsett,RB,22,173,195,California,567.0,3220.0,5.7,26.0,41.0,386.0,9.4,1.0,4.62,26.5,26.0,112.0,6.96,4.25
7,237,Adrian Arrington,WR,22,188,185,Michigan,0.0,0.0,0.0,0.0,109.0,1438.0,13.2,16.0,4.55,35.8,15.0,121.0,6.92,4.19
7,238,Cory Boyd,RB,23,185,212,South Carolina,464.0,2267.0,4.9,23.0,117.0,1303.0,11.1,5.0,4.52,33.5,25.0,118.0,6.97,4.24
1,7,Darrius Heyward-Bey,WR,22,188,210,Maryland,25.0,314.0,12.6,2.0,138.0,2089.0,15.1,13.0,4.3,38.5,16.0,126.0,6.8,4.18
1,10,Michael Crabtree,WR,21,185,215,Texas Tech,2.0,1.0,0.5,0.0,231.0,3127.0,13.5,41.0,4.54,35.8,15.0,121.0,6.92,4.19
1,12,Knowshon Moreno,RB,22,178,215,Georgia,498.0,2734.0,5.5,30.0,53.0,645.0,12.2,2.0,4.5,35.5,25.0,115.0,6.84,4.27
1,19,Jeremy Maclin,WR,21,183,200,Missouri,91.0,668.0,7.3,6.0,182.0,2315.0,12.7,22.0,4.43,35.8,15.0,121.0,6.92,4.19
1,20,Brandon Pettigrew,TE,24,196,257,Oklahoma St.,0.0,0.0,0.0,0.0,112.0,1450.0,12.9,9.0,4.8,33.0,22.0,118.0,7.12,4.37
1,22,Percy Harvin,WR,21,180,200,Florida,194.0,1852.0,9.5,19.0,133.0,1929.0,14.5,13.0,4.39,35.8,19.0,121.0,6.92,4.19
1,27,Donald Brown,RB,22,180,210,Connecticut,698.0,3800.0,5.4,33.0,48.0,276.0,5.8,2.0,4.46,41.5,20.0,125.0,6.93,4.1
1,29,Hakeem Nicks,WR,21,183,210,North Carolina,7.0,43.0,6.1,1.0,181.0,2840.0,15.7,21.0,4.51,36.0,15.0,121.0,6.92,4.19
1,30,Kenny Britt,WR,20,190,230,Rutgers,7.0,75.0,10.7,1.0,178.0,3043.0,17.1,17.0,4.47,37.0,23.0,124.0,6.92,4.47
1,31,Beanie Wells,RB,21,185,235,Ohio St.,585.0,3382.0,5.8,30.0,15.0,84.0,5.6,0.0,4.38,33.5,25.0,128.0,7.03,4.25
2,36,Brian Robiskie,WR,21,188,207,Ohio St.,0.0,0.0,0.0,0.0,127.0,1866.0,14.7,24.0,4.46,37.5,15.0,121.0,6.72,4.19
2,50,Mohamed Massaquoi,WR,22,185,210,Georgia,2.0,35.0,17.5,0.0,158.0,2282.0,14.4,16.0,4.51,36.5,15.0,127.0,6.92,4.19
2,53,LeSean McCoy,RB,21,180,210,Pittsburgh,584.0,2816.0,4.8,35.0,65.0,549.0,8.4,1.0,4.5,34.7,20.0,119.0,7.03,4.25
2,64,Richard Quinn,TE,23,190,260,North Carolina,0.0,0.0,0.0,0.0,12.0,124.0,10.3,2.0,4.88,32.5,24.0,119.0,7.5,4.62
3,65,Shonn Greene,RB,24,178,235,Iowa,376.0,2228.0,5.9,22.0,11.0,72.0,6.5,0.0,4.55,37.0,19.0,121.0,7.1,4.4
3,74,Glen Coffee,RB,22,185,200,Alabama,410.0,2107.0,5.1,14.0,42.0,351.0,8.4,2.0,4.5,36.0,24.0,121.0,7.35,4.51
3,82,Derrick Williams,WR,23,180,197,Penn St.,117.0,594.0,5.1,8.0,161.0,1743.0,10.8,9.0,4.47,33.0,15.0,121.0,6.92,4.19
3,84,Mike Wallace,WR,23,183,200,Mississippi,11.0,94.0,8.5,0.0,101.0,1910.0,18.9,15.0,4.33,40.0,14.0,129.0,6.9,4.27
3,87,Patrick Turner,WR,22,196,221,USC,0.0,0.0,0.0,0.0,138.0,1752.0,12.7,17.0,4.59,35.8,15.0,121.0,6.92,4.19
3,89,Jared Cook,TE,22,196,254,South Carolina,0.0,0.0,0.0,0.0,73.0,1107.0,15.2,7.0,4.49,41.0,23.0,123.0,7.14,4.33
3,91,Deon Butler,WR,23,178,170,Penn St.,4.0,-3.0,-0.8,0.0,179.0,2771.0,15.5,22.0,4.31,34.5,12.0,118.0,7.01,4.48
3,98,Chase Coffman,TE,22,196,250,Missouri,1.0,8.0,8.0,0.0,247.0,2659.0,10.8,30.0,4.83,33.7,21.0,116.0,7.14,4.33
3,99,Juaquin Iglesias,WR,22,183,204,Oklahoma,12.0,109.0,9.1,1.0,202.0,2861.0,14.2,19.0,4.44,34.5,15.0,116.0,6.92,4.4
3,100,Travis Beckum,TE,22,190,240,Wisconsin,8.0,25.0,3.1,0.0,159.0,2149.0,13.5,11.0,4.61,33.7,28.0,116.0,7.14,4.33
4,107,Mike Thomas,WR,22,173,187,Arizona,45.0,395.0,8.8,3.0,259.0,3231.0,12.5,22.0,4.3,40.5,15.0,126.0,6.65,4.28
4,108,Brian Hartline,WR,22,188,180,Ohio St.,10.0,68.0,6.8,0.0,90.0,1429.0,15.9,12.0,4.49,34.5,15.0,120.0,6.65,4.12
4,111,Mike Goodson,RB,22,180,195,Texas A&M,374.0,1964.0,5.3,13.0,90.0,860.0,9.6,7.0,4.43,39.5,14.0,118.0,6.89,4.22
4,121,Shawn Nelson,TE,23,193,238,Southern Miss,0.0,0.0,0.0,0.0,157.0,2054.0,13.1,16.0,4.52,33.0,19.0,115.0,6.96,4.46
4,122,Anthony Hill,TE,24,196,264,North Carolina St.,0.0,0.0,0.0,0.0,79.0,852.0,10.8,5.0,4.84,30.5,21.0,107.0,7.31,4.56
4,124,Louis Murphy,WR,22,188,200,Florida,3.0,19.0,6.3,0.0,77.0,1245.0,16.2,13.0,4.32,35.8,12.0,121.0,6.92,4.19
4,127,Austin Collie,WR,23,185,200,BYU,17.0,106.0,6.2,0.0,215.0,3255.0,15.1,30.0,4.53,34.0,17.0,120.0,6.78,4.24
4,128,Tony Fiammetta,RB,23,183,246,Syracuse,16.0,89.0,5.6,0.0,28.0,202.0,7.2,1.0,4.58,34.0,30.0,112.0,7.31,4.49
4,129,Andre Brown,RB,22,183,224,North Carolina St.,523.0,2539.0,4.9,22.0,70.0,631.0,9.0,2.0,4.37,37.0,24.0,115.0,7.35,4.33
4,134,Gartrell Johnson,RB,23,178,222,Colorado St.,472.0,2471.0,5.2,18.0,45.0,396.0,8.8,2.0,4.67,34.0,20.0,114.0,7.03,4.25
5,141,Kenny McKinley,WR,22,180,182,South Carolina,13.0,34.0,2.6,0.0,207.0,2781.0,13.4,19.0,4.37,37.0,15.0,113.0,6.96,4.1
5,144,Jarett Dillard,WR,23,178,185,Rice,3.0,-2.0,-0.7,0.0,292.0,4138.0,14.2,60.0,4.5,42.5,13.0,129.0,7.1,4.41
5,145,Quinn Johnson,RB,22,183,251,LSU,16.0,34.0,2.1,3.0,5.0,54.0,10.8,0.0,4.72,32.0,16.0,115.0,7.03,4.25
5,152,James Casey,TE,24,190,235,Rice,102.0,362.0,3.5,11.0,157.0,1914.0,12.2,17.0,4.69,36.0,28.0,111.0,7.0,4.48
5,173,Javon Ringer,RB,22,175,200,Michigan St.,843.0,4398.0,5.2,34.0,96.0,719.0,7.5,1.0,4.5,34.0,23.0,115.0,6.87,4.11
6,184,Bear Pascoe,TE,23,196,257,Fresno St.,0.0,0.0,0.0,0.0,112.0,1294.0,11.6,10.0,4.89,26.5,21.0,107.0,7.65,4.55
6,185,Cedric Peerman,RB,22,178,212,Virginia,382.0,1749.0,4.6,15.0,66.0,344.0,5.2,1.0,4.34,40.0,27.0,117.0,6.99,4.29
6,194,Brandon Gibson,WR,22,183,204,Washington St.,10.0,19.0,1.9,0.0,182.0,2756.0,15.1,17.0,4.59,35.8,15.0,121.0,6.92,4.19
6,195,James Davis,RB,23,180,218,Clemson,753.0,3881.0,5.2,47.0,51.0,441.0,8.6,2.0,4.45,32.0,17.0,109.0,7.15,4.37
6,208,John Phillips,TE,22,196,251,Virginia,2.0,10.0,5.0,0.0,69.0,670.0,9.7,5.0,4.78,33.5,20.0,112.0,6.84,4.27
7,211,Chris Ogbonnaya,RB,23,183,220,Texas,140.0,597.0,4.3,8.0,75.0,792.0,10.6,3.0,4.57,35.0,19.0,111.0,6.85,4.29
7,229,Manuel Johnson,WR,22,183,183,Oklahoma,5.0,25.0,5.0,0.0,119.0,1710.0,14.4,17.0,4.5,35.8,15.0,121.0,6.92,4.19
7,233,Sammie Stroughter,WR,23,175,182,Oregon St.,11.0,64.0,5.8,0.0,164.0,2653.0,16.2,14.0,4.45,30.0,13.0,110.0,7.03,4.28
7,241,David Johnson,TE,22,188,270,Arkansas St.,0.0,0.0,0.0,0.0,45.0,760.0,16.9,9.0,4.73,32.5,21.0,113.0,7.28,4.43
7,243,Marko Mitchell,WR,24,190,204,Nevada,5.0,92.0,18.4,0.0,153.0,2763.0,18.1,22.0,4.43,32.0,9.0,116.0,7.04,4.33
7,248,Cameron Morrah,TE,22,190,244,California,0.0,0.0,0.0,0.0,41.0,484.0,11.8,10.0,4.61,32.5,24.0,115.0,6.99,4.36
7,253,Tiquan Underwood,WR,22,185,175,Rutgers,19.0,63.0,3.3,0.0,132.0,1931.0,14.6,16.0,4.31,41.5,7.0,129.0,6.62,4.11
7,255,Dan Gronkowski,TE,24,198,255,Maryland,0.0,0.0,0.0,0.0,40.0,401.0,10.0,4.0,4.79,33.0,26.0,122.0,6.92,4.26
1,9,C.J. Spiller,RB,23,180,194,Clemson,606.0,3547.0,5.9,32.0,123.0,1420.0,11.5,11.0,4.37,34.7,18.0,119.0,7.03,4.25
1,12,Ryan Mathews,RB,22,183,220,Fresno St.,534.0,3280.0,6.1,39.0,19.0,268.0,14.1,2.0,4.37,36.0,19.0,121.0,7.0,4.33
1,21,Jermaine Gresham,TE,22,196,260,Oklahoma,1.0,5.0,5.0,0.0,111.0,1629.0,14.7,26.0,4.66,35.0,20.0,113.0,7.07,4.53
1,22,Demaryius Thomas,WR,22,190,229,Georgia Tech,4.0,32.0,8.0,0.0,120.0,2339.0,19.5,15.0,4.52,35.8,15.0,121.0,6.92,4.19
1,24,Dez Bryant,WR,21,188,220,Oklahoma St.,2.0,16.0,8.0,0.0,147.0,2425.0,16.5,29.0,4.52,35.8,15.0,121.0,6.92,4.19
1,30,Jahvid Best,RB,21,175,190,California,364.0,2668.0,7.3,29.0,62.0,533.0,8.6,6.0,4.34,32.5,18.0,113.0,6.75,4.17
2,36,Dexter McCluster,WR,21,175,165,Mississippi,304.0,1955.0,6.4,15.0,130.0,1703.0,13.1,7.0,4.53,37.5,20.0,118.0,6.92,4.06
2,39,Arrelious Benn,WR,21,188,225,Illinois,62.0,282.0,4.5,3.0,159.0,2221.0,14.0,7.0,4.57,37.0,20.0,118.0,6.92,4.19
2,42,Rob Gronkowski,TE,21,198,265,Arizona,0.0,0.0,0.0,0.0,75.0,1197.0,16.0,16.0,4.68,33.7,23.0,116.0,7.14,4.33
2,51,Toby Gerhart,RB,23,183,234,Stanford,671.0,3522.0,5.2,44.0,39.0,395.0,10.1,0.0,4.5,38.0,22.0,118.0,6.94,4.25
2,58,Ben Tate,RB,22,180,214,Auburn,678.0,3321.0,4.9,24.0,53.0,336.0,6.3,0.0,4.34,40.5,26.0,124.0,6.91,4.12
2,59,Montario Hardesty,RB,23,180,205,Tennessee,560.0,2391.0,4.3,26.0,38.0,405.0,10.7,1.0,4.49,41.0,21.0,124.0,6.87,4.14
2,60,Golden Tate,WR,22,178,197,Notre Dame,31.0,227.0,7.3,3.0,157.0,2707.0,17.2,26.0,4.42,35.0,17.0,120.0,7.12,4.34
